id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
12754,M,1.2625,0.9625,0.3125,18.824068,8.34892775,3.72795925,4.819415,8.0
12755,I,1.1875,0.9125,0.2875,13.9196045,6.59125875,2.84912475,4.15320175,9.0
12756,F,1.425,1.0875,0.3125,22.5945515,10.47514025,5.2446575,6.87475375,8.0
12757,M,0.8625,0.6375,0.2125,5.783298,2.0695135,1.40330025,1.5592225,6.0
12758,I,1.05,0.8125,0.35,10.02154825,4.37999775,1.814368,2.9766975,7.0
12759,F,1.6125,1.275,0.425,41.23434775,19.7029025,8.83086925,11.056305,12.0
12760,F,1.3375,1.025,0.3375,21.50309575,9.2135875,5.556502,5.8116475,9.0
12761,F,1.275,0.9875,0.3375,16.40018575,7.087375,3.4869885,4.9611625,12.0
12762,M,1.625,1.2625,0.425,39.8877465,18.540573,8.34892775,10.77281,9.0
12763,F,1.775,1.4125,0.5,51.766187,22.52367775,13.39513875,13.60776,19.0
12764,F,1.55,1.2,0.4125,29.0582375,12.8423235,6.36446275,9.4970825,15.0
12765,I,1.0125,0.7625,0.2,8.4198015,4.0539785,2.097863,2.4097075,7.0
12766,I,0.7,0.525,0.15,2.16873675,0.7654365,0.510291,0.850485,5.0
12767,M,1.25,0.9375,0.3125,16.88212725,6.05261825,3.64291075,4.819415,9.0
12768,M,1.8,1.4125,0.4375,49.31395525,18.597272,10.41844125,13.04077,12.0
12769,M,1.375,1.075,0.375,22.849697,8.40562675,4.3374735,6.9456275,10.0
12770,M,1.475,1.15,0.35,27.1304715,13.42348825,4.762716,7.2291225,10.0
12771,M,1.6125,1.2625,0.375,35.6920205,16.6411565,8.221355,9.4970825,10.0
12772,I,0.9625,0.75,0.225,8.66077225,3.40194,1.8994165,2.26796,7.0
12773,I,0.7,0.5,0.2,2.608154,1.34660125,0.60951425,0.850485,5.0
12774,M,1.3375,1.0125,0.3625,27.88173325,11.66581925,4.86193925,7.2291225,9.0
12775,I,1.375,1.1,0.3625,20.08562075,9.42620875,4.5075705,6.19436575,9.0
12776,M,1.4125,1.1375,0.4125,27.34309275,11.1980525,5.5281525,7.1724235,25.0
12777,I,1.2,0.8875,0.275,14.07552675,6.7188315,2.90582375,3.40194,8.0
12778,F,1.225,0.9375,0.35,17.53416575,7.75358825,4.35164825,5.5281525,8.0
12779,I,1.15,0.8875,0.2875,13.1258185,5.71242425,3.04757125,4.1106775,11.0
12780,M,1.4375,1.125,0.375,27.08794725,11.4815475,5.783298,7.087375,13.0
12781,I,1.2125,0.975,0.3125,16.51358375,7.10154975,3.685435,4.9611625,8.0
12782,F,1.4625,1.125,0.375,26.32251075,10.24834425,6.22271525,7.5126175,10.0
12783,F,1.1875,0.9875,0.3375,20.41164,7.66853975,5.216308,4.819415,9.0
12784,I,1.25,0.9625,0.3,15.195332,7.04485075,3.231843,4.63514325,7.0
12785,M,1.65,1.2875,0.475,41.71628925,18.21455375,8.561549,11.056305,11.0
12786,M,1.525,1.2125,0.3875,34.5013415,15.03940975,7.75358825,9.07184,11.0
12787,F,1.7,1.3125,0.5,42.354153,20.36911575,9.9506745,12.643877,12.0
12788,M,1.325,1.0625,0.325,24.81998725,9.99319875,7.24329725,7.2291225,10.0
12789,M,1.425,1.0625,0.4125,23.870279,8.17883075,4.06815325,8.3064035,18.0
12790,I,1.375,1.0625,0.375,22.92057075,10.3475675,4.422522,8.788345,10.0
12791,I,1.2875,0.975,0.3125,16.40018575,7.654365,3.515338,4.3941725,8.0
12792,I,0.975,0.725,0.25,7.654365,2.70737725,1.37495075,2.324659,7.0
12793,M,1.625,1.2875,0.4125,38.42774725,16.3009625,8.54737425,12.757275,20.0
12794,F,1.7375,1.375,0.5125,51.199197,19.94387325,11.5382465,14.21727425,14.0
12795,M,1.2625,1.0125,0.3375,21.64484325,9.2135875,4.422522,5.8116475,10.0
12796,M,1.3625,1.0875,0.4,27.54153925,9.14271375,6.59125875,7.5126175,14.0
12797,M,1.5125,1.175,0.3625,29.80949925,11.63746975,6.747181,8.9300925,13.0
12798,I,0.975,0.725,0.225,7.27164675,3.27436725,1.6726205,2.1262125,7.0
12799,M,1.4,1.1,0.375,24.73493875,11.75086775,5.99591925,7.087375,9.0
12800,M,1.3125,1.0,0.4,23.57260925,7.47009325,5.79747275,8.0796075,16.0
12801,F,1.2125,1.0,0.375,19.20678625,8.0796075,3.86970675,5.10291,12.0
12802,I,0.875,0.6625,0.225,5.82582225,2.31048425,1.48834875,1.70097,7.0
12803,I,1.3,1.0,0.325,19.74542675,9.468733,3.95475525,5.8683465,8.0
12804,I,1.4375,1.125,0.375,26.988724,10.149121,4.422522,7.2291225,12.0
12805,F,1.775,1.2875,0.4375,51.27007075,22.226008,11.0846545,12.8990225,11.0
12806,M,1.4875,1.1625,0.375,28.42037375,13.65028425,5.51397775,6.690482,9.0
12807,F,1.65,1.3125,0.4,42.127357,19.7596015,9.525432,12.3320325,12.0
12808,F,1.65,1.3125,0.4375,38.90968875,16.3009625,6.577084,11.7650425,13.0
12809,I,0.75,0.575,0.175,3.67126025,1.31825175,0.737087,1.13398,5.0
12810,M,1.375,1.0625,0.3625,22.80717275,9.42620875,6.22271525,6.3786375,11.0
12811,I,0.9,0.6625,0.2125,5.6982495,1.77184375,1.247378,1.984465,8.0
12812,M,1.3,1.0,0.3125,19.8163005,8.4198015,3.98310475,5.17378375,8.0
12813,I,0.85,0.625,0.2125,4.80524025,2.2963095,1.37495075,1.5592225,7.0
12814,I,1.2125,0.975,0.3125,17.8885345,9.05766525,3.912231,4.252425,7.0
12815,F,1.5375,1.275,0.4125,36.230661,16.159215,9.99319875,10.489315,10.0
12816,I,1.3125,1.075,0.3125,20.0430965,9.96484925,4.1106775,5.953395,8.0
12817,I,0.4625,0.3375,0.1,0.907184,0.3118445,0.18427175,0.283495,4.0
12818,M,1.325,1.05,0.3125,19.23513575,8.34892775,3.3735905,5.10291,9.0
12819,F,1.375,1.0625,0.375,23.91280325,8.91591775,6.39281225,6.80388,13.0
12820,I,1.4375,1.1375,0.4125,26.3933845,10.77281,5.93922025,7.7961125,11.0
12821,I,0.9375,0.7125,0.225,8.57572375,4.139027,1.871067,2.4097075,7.0
12822,I,1.0125,0.75,0.275,8.17883075,3.515338,1.6159215,2.84912475,7.0
12823,I,1.175,0.9375,0.25,14.004653,6.10931725,2.50893075,3.96893,8.0
12824,I,1.025,0.8125,0.2375,10.41844125,4.422522,1.80019325,2.9766975,7.0
12825,F,1.175,0.9625,0.3375,13.8062065,5.5848515,2.324659,4.3941725,12.0
12826,F,1.6875,1.2625,0.475,45.7277435,16.40018575,9.015141,16.44271,23.0
12827,M,1.425,1.0875,0.3875,23.6718325,10.6877615,4.89028875,7.2291225,10.0
12828,F,1.4,1.025,0.375,25.9397925,9.96484925,5.556502,9.07184,12.0
12829,I,1.225,0.95,0.3125,16.17338975,6.08096775,3.75630875,5.5281525,13.0
12830,I,1.0125,0.7875,0.2,9.34116025,4.9611625,2.25378525,2.551455,7.0
12831,M,1.6,1.2125,0.4125,37.98833,20.1564945,7.3992195,9.4970825,9.0
12832,I,0.5,0.375,0.1,1.190679,0.35436875,0.18427175,0.3118445,5.0
12833,I,0.6625,0.5125,0.175,2.96252275,1.17650425,0.623689,0.9922325,6.0
12834,I,1.0375,0.75,0.225,9.25611175,4.9611625,2.05533875,2.9766975,8.0
12835,F,1.6125,1.3,0.45,39.02308675,18.9091165,9.8372765,10.6310625,10.0
12836,F,1.4875,1.2,0.375,32.034935,14.911837,7.83863675,8.6465975,12.0
12837,I,0.8875,0.65,0.2,5.0745605,2.25378525,1.48834875,1.5592225,6.0
12838,F,1.5625,1.25,0.45,37.74735925,16.9246515,7.767763,10.0640725,14.0
12839,F,1.2,0.8875,0.275,12.99824575,5.443104,2.721552,3.685435,10.0
12840,I,0.9,0.6875,0.225,6.1518415,2.7499015,1.28990225,1.8427175,6.0
12841,F,1.5,1.1625,0.375,27.1304715,11.04213025,6.76135575,6.9456275,9.0
12842,F,1.5875,1.275,0.475,39.02308675,16.3576615,8.68912175,10.0640725,10.0
12843,F,1.2875,0.975,0.4,17.44911725,6.4920355,3.58621175,6.23689,12.0
12844,I,1.2875,0.95,0.325,21.6873675,7.3992195,5.71242425,6.9456275,18.0
12845,I,1.0,0.75,0.2875,8.63242275,3.345241,1.80019325,2.83495,8.0
12846,I,1.3125,1.0,0.3625,23.51591025,10.73028575,4.025629,6.0951425,10.0
12847,F,1.7875,1.375,0.475,57.1242425,28.22192725,12.870673,12.97125875,10.0
12848,I,0.5,0.375,0.1,1.190679,0.49611625,0.18427175,0.4252425,4.0
12849,I,1.25,0.95,0.3375,15.77649675,6.2652395,3.64291075,4.3941725,7.0
12850,M,1.5625,1.225,0.4375,33.40988575,13.02659525,7.0023265,10.3475675,11.0
12851,M,1.3125,0.9625,0.3,18.313777,8.0796075,4.89028875,4.762716,10.0
12852,I,1.1125,0.8625,0.25,12.133586,4.89028875,2.5231055,3.33106625,8.0
12853,I,1.2,0.9375,0.3,16.9813505,7.35669525,3.86970675,4.53592,8.0
12854,M,1.5375,1.25,0.4375,36.627554,17.6617385,7.38504475,10.0640725,12.0
12855,M,1.4375,1.175,0.3875,27.17299575,9.82310175,6.59125875,8.3631025,19.0
12856,M,1.475,1.125,0.4,25.3728025,9.468733,5.06038575,7.37087,12.0
12857,I,1.25,0.8875,0.2625,14.52911875,6.293589,3.288542,3.96893,8.0
12858,M,1.4875,1.075,0.425,29.9654215,11.15552825,6.123492,8.9300925,14.0
12859,I,0.8875,0.7,0.225,7.10154975,3.005047,1.51669825,2.26796,6.0
12860,I,0.7,0.5375,0.175,3.515338,1.34660125,0.80796075,0.9922325,4.0
12861,M,1.4125,1.075,0.35,25.287754,11.1413535,5.76912325,6.23689,9.0
12862,M,1.075,0.875,0.275,12.48795475,4.9044635,2.42388225,3.685435,11.0
12863,F,1.0375,0.8125,0.25,10.73028575,4.37999775,2.097863,3.40194,10.0
12864,I,0.9875,0.8125,0.25,8.5898985,3.7137845,1.77184375,2.6932025,6.0
12865,F,1.4875,1.2,0.4,29.993771,12.96989625,6.90310325,8.88756825,13.0
12866,M,1.6125,1.2625,0.4,37.761534,14.04717725,8.278054,9.7805775,13.0
12867,M,1.525,1.2125,0.4125,31.70891575,15.43630275,6.90310325,8.77417025,10.0
12868,I,1.2875,1.0,0.35,23.24659,6.9456275,4.57844425,7.7961125,12.0
12869,M,1.4,1.075,0.3875,28.67551925,11.15552825,6.066793,8.788345,11.0
12870,F,1.2875,1.0875,0.375,21.659018,8.60407325,4.63514325,7.2291225,11.0
12871,F,1.3,1.025,0.35,19.43358225,8.334753,4.53592,6.6621325,11.0
12872,M,1.25,0.975,0.325,18.01610725,9.412034,3.64291075,5.2446575,9.0
12873,I,0.6375,0.4625,0.1625,2.16873675,0.89300925,0.46776675,0.7087375,5.0
12874,I,0.875,0.6625,0.1875,5.96756975,2.26796,1.31825175,1.70097,6.0
12875,F,1.55,1.1875,0.3875,27.1871705,12.57300325,6.30776375,7.55514175,11.0
12876,M,1.425,1.1625,0.3625,24.39474475,9.979024,5.06038575,7.83863675,10.0
12877,I,1.0125,0.75,0.2375,9.412034,4.422522,1.97029025,2.26796,9.0
12878,F,1.025,0.8125,0.25,8.618248,3.458639,1.68679525,2.6932025,6.0
12879,M,1.25,1.0,0.325,20.82270775,8.34892775,4.422522,5.726599,10.0
12880,M,1.2625,0.975,0.3125,16.9246515,6.066793,3.7137845,4.9611625,9.0
12881,M,1.75,1.425,0.4625,47.86813075,21.98503725,10.10659675,12.8990225,11.0
12882,I,1.4625,1.125,0.4125,25.7129965,11.49572225,6.22271525,6.27941425,8.0
12883,F,1.25,0.9625,0.3,15.2236815,6.3219385,2.93417325,4.53592,12.0
12884,F,1.1875,0.9125,0.3,12.54465375,5.443104,2.93417325,3.8271825,8.0
12885,F,1.6125,1.2625,0.4,35.5786225,16.9246515,8.5331995,9.7805775,10.0
12886,F,1.4625,1.15,0.4625,30.60600575,10.61688775,7.8528115,10.0640725,23.0
12887,I,0.7625,0.575,0.2125,3.72795925,1.5025235,0.94970825,1.13398,6.0
12888,M,1.7125,1.4125,0.5,43.0628905,18.540573,9.76640275,12.3887315,11.0
12889,M,0.9,0.6625,0.225,5.85417175,2.721552,1.4458245,1.984465,7.0
12890,I,0.725,0.525,0.175,3.0900955,1.54504775,0.80796075,0.850485,5.0
12891,I,0.6875,0.5,0.2125,3.6003865,1.871067,0.680388,0.850485,6.0
12892,F,1.625,1.2125,0.475,38.42774725,16.329312,8.66077225,11.056305,18.0
12893,F,1.2375,0.975,0.3125,15.87572,5.386405,3.4869885,5.2446575,14.0
12894,F,1.6375,1.2375,0.475,37.137845,15.46465225,9.8939755,11.4815475,9.0
12895,M,1.625,1.3125,0.45,44.9906565,17.73261225,10.149121,12.0485375,10.0
12896,M,1.575,1.25,0.4375,37.71900975,14.7133905,7.6827145,10.489315,17.0
12897,M,1.425,1.125,0.3625,30.43318825,12.3887315,6.22271525,8.0796075,12.0
12898,F,1.5375,1.1875,0.425,31.56716825,14.18892475,7.29999625,8.0796075,12.0
12899,I,0.9875,0.75,0.225,8.1363065,4.06815325,1.99863975,2.1262125,7.0
12900,F,1.0,0.7875,0.2875,9.128539,3.798833,1.8427175,3.40194,11.0
12901,M,1.525,1.175,0.3875,27.4139665,12.94154675,5.74077375,7.5126175,9.0
12902,F,1.4625,1.1625,0.5,27.895908,10.81533425,5.74077375,10.489315,14.0
12903,F,1.325,1.0125,0.3875,19.80212575,8.561549,4.139027,6.520385,22.0
12904,M,1.325,1.025,0.325,20.36911575,8.3064035,4.32329875,5.59902625,9.0
12905,I,1.1625,0.8875,0.3125,12.74310025,5.88252125,2.5231055,3.96893,8.0
12906,M,1.25,0.95,0.3875,18.597272,7.654365,3.86970675,6.23689,10.0
12907,M,1.575,1.1875,0.475,33.0271675,14.6566915,7.654365,9.2135875,10.0
12908,I,1.1125,0.8625,0.2625,12.68640125,5.4147545,2.664853,3.685435,9.0
12909,F,1.575,1.2,0.475,38.9805625,15.03940975,7.98038425,17.10892325,12.0
12910,I,0.9375,0.675,0.25,6.39281225,3.118445,1.190679,1.8427175,6.0
12911,M,1.125,0.875,0.2625,12.57300325,5.10291,2.948348,4.3941725,10.0
12912,M,1.425,1.125,0.375,22.89222125,9.76640275,4.60679375,6.520385,12.0
12913,M,1.5625,1.225,0.4125,32.205032,13.6928085,7.6260155,9.19941275,11.0
12914,I,1.075,0.875,0.25,10.61688775,4.83358975,2.2963095,3.5436875,8.0
12915,F,0.9125,0.675,0.225,6.2085405,2.7499015,1.11980525,1.8427175,6.0
12916,M,1.1,0.9375,0.3125,14.5999925,6.6621325,3.27436725,4.53592,8.0
12917,M,1.475,1.15,0.4,32.10580875,12.47378,7.711064,8.0796075,17.0
12918,M,1.7375,1.4,0.4875,53.6656035,20.93610575,11.58077075,16.0174675,19.0
12919,M,1.45,1.1375,0.425,28.56212125,11.679994,6.25106475,9.7805775,10.0
12920,I,0.7625,0.575,0.175,3.515338,1.28990225,0.86465975,1.13398,5.0
12921,I,0.8125,0.675,0.175,3.4302895,1.587572,0.8788345,1.13398,7.0
12922,M,1.425,1.125,0.375,27.91008275,10.489315,6.3219385,7.93786,11.0
12923,M,0.6125,0.4625,0.1375,2.721552,1.0489315,0.52446575,0.7087375,6.0
12924,M,1.2875,0.975,0.3375,22.29688175,11.97766375,5.08873525,4.9611625,10.0
12925,F,1.475,1.225,0.375,32.16250775,13.4093135,6.577084,7.93786,10.0
12926,F,1.4375,1.125,0.3375,27.895908,13.79203175,5.216308,7.2291225,9.0
12927,M,1.325,1.0875,0.325,21.375523,9.76640275,4.3941725,6.80388,8.0
12928,M,1.525,1.2,0.4125,31.9498865,15.15280775,7.3425205,8.9300925,10.0
12929,I,1.1,0.85,0.25,10.7444605,4.03980375,2.25378525,3.2601925,7.0
12930,M,1.125,0.8875,0.3,12.74310025,6.50621025,2.22543575,3.5436875,9.0
12931,I,1.3,1.0625,0.35,19.09338825,8.03708325,4.43669675,5.953395,10.0
12932,F,1.45,1.125,0.3625,23.51591025,12.7856245,4.8477645,6.747181,10.0
12933,F,1.5375,1.1875,0.4125,31.6096925,13.834556,7.89533575,9.2135875,10.0
12934,F,1.4625,1.125,0.4,26.2232875,10.432616,6.293589,8.50485,10.0
12935,F,1.6125,1.2625,0.4375,38.55532,17.0097,9.8939755,11.623295,14.0
12936,I,1.2625,0.975,0.35,17.0380495,7.78193775,3.7704835,5.6699,8.0
12937,M,1.2125,0.9875,0.3875,21.8007655,8.845044,4.3941725,6.80388,10.0
12938,M,1.375,1.0625,0.35,23.99785175,10.47514025,5.59902625,6.80388,10.0
12939,I,1.075,0.8375,0.2625,10.41844125,4.89028875,1.7860185,3.5436875,8.0
12940,M,1.725,1.375,0.5125,53.070264,26.09571475,11.29727575,14.118051,12.0
12941,M,1.2625,1.025,0.4125,20.5533875,7.8528115,4.3941725,6.80388,15.0
12942,F,1.6375,1.35,0.4,41.8722115,17.519991,7.44174375,12.246984,11.0
12943,F,0.9,0.7375,0.25,6.64795775,2.36718325,1.77184375,2.1262125,12.0
12944,I,1.0625,0.75,0.2875,10.886208,5.34388075,2.02698925,3.118445,7.0
12945,M,1.4875,1.15,0.375,26.12406425,11.5949455,6.25106475,7.087375,9.0
12946,I,1.3125,1.0875,0.3375,21.0069795,9.07184,4.97533725,7.200773,8.0
12947,M,1.525,1.225,0.375,32.2333815,15.46465225,7.78193775,8.3631025,9.0
12948,M,1.525,1.2,0.3875,29.5118295,10.375917,6.81805475,9.922325,15.0
12949,F,1.7,1.3125,0.4375,47.95317925,22.80717275,12.94154675,12.2186345,9.0
12950,I,1.3125,1.025,0.3375,18.38465075,7.8528115,5.0745605,5.6699,9.0
12951,M,1.625,1.3,0.475,39.745999,19.0225145,8.164656,10.3475675,11.0
12952,F,1.6125,1.3125,0.4125,34.5013415,15.0535845,8.80251975,9.922325,11.0
12953,I,0.95,0.7125,0.2375,7.654365,3.458639,1.40330025,2.26796,7.0
12954,M,1.4125,1.0625,0.375,20.0430965,8.3064035,4.32329875,6.6621325,9.0
12955,I,1.475,1.1875,0.35,26.80445225,11.97766375,5.159609,7.52679225,11.0
12956,I,1.0625,0.8,0.2125,9.525432,4.06815325,1.417475,2.551455,8.0
12957,F,1.5125,1.1125,0.375,26.64853,11.43902325,4.706017,7.5126175,12.0
12958,F,1.225,0.95,0.2625,13.8062065,5.28718175,3.0333965,4.3941725,9.0
12959,F,1.55,1.275,0.4375,38.82464025,14.7133905,8.74582075,10.489315,12.0
12960,F,1.0375,0.8125,0.2875,10.21999475,4.025629,2.608154,3.40194,10.0
12961,F,1.575,1.25,0.4,36.61337925,12.40290625,8.164656,10.489315,16.0
12962,F,1.4375,1.1125,0.3875,27.0170735,12.3887315,4.1673765,7.93786,14.0
12963,I,1.4125,1.1375,0.3125,25.7129965,11.09882925,5.783298,7.087375,10.0
12964,M,1.775,1.4375,0.4875,51.766187,23.99785175,11.5382465,13.891255,11.0
12965,F,1.625,1.2375,0.425,30.8726055,11.9918385,7.29999625,10.0640725,14.0
12966,I,1.275,1.05,0.375,20.184844,7.8528115,4.422522,6.0951425,11.0
12967,M,1.6125,1.25,0.4375,41.7588135,15.01106025,7.49844275,12.03436275,17.0
12968,M,1.4125,1.1375,0.375,25.3728025,11.793392,5.273007,7.7961125,10.0
12969,F,1.4625,1.1875,0.425,32.07745925,13.6928085,7.711064,8.7599955,10.0
12970,I,0.85,0.6,0.225,6.180191,2.11203775,0.9355335,1.984465,6.0
12971,I,0.925,0.6625,0.2125,6.76135575,3.345241,1.28990225,1.97029025,7.0
12972,F,1.5875,1.3,0.45,38.838815,16.3009625,8.83086925,11.01378075,10.0
12973,I,1.475,1.1,0.3625,24.73493875,9.48290775,5.3013565,7.087375,14.0
12974,M,1.575,1.2125,0.3875,31.62386725,15.592225,6.13766675,9.19941275,12.0
12975,F,1.5125,1.225,0.4375,32.9137695,13.664459,7.10154975,8.6465975,11.0
12976,I,1.2,0.9375,0.3,12.34620725,5.88252125,2.96252275,3.96893,8.0
12977,M,1.375,1.125,0.375,21.885814,9.87980075,4.60679375,6.3786375,8.0
12978,I,0.9,0.675,0.1875,5.1879585,2.11203775,0.907184,1.70097,6.0
12979,M,1.3125,0.9625,0.325,15.365429,6.67630725,3.3735905,4.6776675,10.0
12980,M,1.4625,1.1625,0.375,24.6924145,10.829509,6.2652395,6.520385,8.0
12981,I,0.95,0.6875,0.2125,6.39281225,2.67902775,0.83631025,1.8427175,6.0
12982,I,1.4875,1.1375,0.35,22.35358075,10.4609655,4.63514325,6.84640425,9.0
12983,M,1.65,1.275,0.475,42.2124055,14.13222575,8.448151,11.283101,18.0
12984,M,1.625,1.3125,0.4875,40.9650275,17.0380495,9.99319875,9.355335,10.0
12985,I,0.7375,0.5375,0.225,4.52174525,2.26796,0.83631025,1.13398,6.0
12986,M,1.525,1.225,0.3875,32.89959475,11.60912025,5.82582225,11.3398,18.0
12987,I,1.25,0.975,0.3125,18.313777,7.69688925,3.9405805,5.06038575,12.0
12988,F,1.425,1.1625,0.4125,27.499015,8.91591775,5.06038575,9.922325,13.0
12989,M,0.5375,0.375,0.1375,1.8994165,0.7654365,0.35436875,0.29766975,10.0
12990,I,1.15,0.8875,0.25,12.68640125,5.6699,2.14038725,3.118445,9.0
12991,M,1.3875,1.075,0.35,22.80717275,9.87980075,5.25883225,6.690482,8.0
12992,I,1.25,0.9625,0.3,15.87572,7.3425205,3.86970675,3.40194,7.0
12993,M,1.3625,1.0375,0.4,21.8007655,10.87203325,4.12485225,5.953395,8.0
12994,I,1.025,0.7875,0.225,9.25611175,4.40834725,1.48834875,2.6932025,7.0
12995,M,1.275,1.025,0.3375,18.01610725,8.83086925,4.63514325,5.14543425,9.0
12996,I,1.2625,1.0,0.325,17.33571925,6.9456275,3.89805625,5.216308,11.0
12997,M,1.25,1.0125,0.375,20.22736825,9.0434905,4.1106775,5.273007,9.0
12998,M,1.525,1.2375,0.4375,36.4291075,17.27902025,8.54737425,9.07184,10.0
12999,I,0.8875,0.6625,0.2125,5.5848515,2.4097075,1.03475675,1.5592225,6.0
13000,M,1.425,1.125,0.3875,24.6357155,10.489315,5.54232725,6.7755305,9.0
13001,I,1.1875,0.875,0.3125,13.8062065,5.6415505,2.73572675,4.3941725,9.0
13002,F,1.575,1.1625,0.425,28.576296,12.20445975,6.690482,7.7961125,8.0
13003,I,1.025,0.7625,0.225,9.93649975,4.32329875,1.74349425,2.6932025,7.0
13004,I,1.15,0.875,0.3,13.19669225,5.443104,2.96252275,4.252425,11.0
13005,I,1.35,1.05,0.35,20.638436,8.278054,4.40834725,7.5126175,10.0
13006,M,1.4375,1.0875,0.325,25.1460065,10.67358675,5.96756975,7.7961125,11.0
13007,F,1.525,1.15,0.4,31.18445,13.9763035,6.13766675,8.3631025,14.0
13008,F,1.7375,1.3625,0.425,45.756093,19.6462035,11.5382465,12.03436275,12.0
13009,I,1.15,0.875,0.275,13.33843975,5.82582225,2.608154,3.4302895,7.0
13010,F,1.5375,1.175,0.4,31.638042,14.6566915,6.56290925,8.1363065,13.0
13011,M,1.6125,1.25,0.4125,46.42230625,23.530085,9.015141,11.12717875,10.0
13012,I,1.025,0.8125,0.25,10.95708175,4.97533725,2.22543575,2.83495,8.0
13013,F,1.4375,1.125,0.375,21.1203775,8.91591775,5.17378375,7.37087,11.0
13014,I,1.0875,0.8625,0.3125,11.6516445,4.7910655,2.67902775,3.8271825,9.0
13015,I,1.0125,0.775,0.2375,8.674947,3.7137845,1.63009625,2.83495,8.0
13016,F,1.45,1.15,0.4,23.019794,10.149121,4.706017,7.087375,10.0
13017,F,1.4125,1.125,0.4,24.437269,9.68135425,6.08096775,8.0796075,12.0
13018,F,1.4875,1.15,0.375,27.51318975,11.9351395,6.64795775,7.2291225,11.0
13019,M,1.0125,0.775,0.2875,9.82310175,4.09650275,1.6159215,2.83495,8.0
13020,I,1.375,1.075,0.4125,24.720764,8.15048125,4.57844425,10.3475675,17.0
13021,I,1.2,0.925,0.3,15.23785625,7.98038425,3.6003865,4.252425,8.0
13022,M,1.4125,1.075,0.3875,23.14736675,9.62465525,4.63514325,7.2291225,12.0
13023,F,1.3125,1.0625,0.35,23.019794,11.1413535,4.43669675,5.5281525,9.0
13024,I,1.4125,1.05,0.3375,22.6796,9.99319875,4.6209685,6.3786375,8.0
13025,I,1.0375,0.8125,0.25,10.44679075,4.422522,1.814368,2.9766975,9.0
13026,F,1.675,1.35,0.45,38.34269875,13.79203175,8.4198015,9.4970825,13.0
13027,I,0.9,0.6625,0.25,6.59125875,3.47281375,1.14815475,1.8427175,7.0
13028,M,1.4,1.1,0.35,27.0170735,11.35397475,5.5281525,7.93786,9.0
13029,I,1.4,1.1,0.3625,23.8986285,12.360382,5.1879585,6.23689,10.0
13030,F,1.6,1.225,0.4375,37.1094955,17.78931125,8.618248,10.20582,9.0
13031,M,1.525,1.2125,0.4,32.7436725,15.025235,7.2858215,8.221355,8.0
13032,I,0.95,0.7125,0.2125,8.17883075,3.685435,1.6159215,2.26796,7.0
13033,M,1.5,1.175,0.3625,24.720764,10.95708175,5.6699,6.23689,11.0
13034,I,1.375,1.0625,0.3625,21.87163925,9.525432,4.9044635,7.7961125,11.0
13035,F,1.3625,1.075,0.4,23.48756075,8.3064035,5.216308,6.80388,12.0
13036,F,1.475,1.2,0.4125,30.8159065,11.75086775,7.257472,9.7805775,14.0
13037,I,1.15,0.8375,0.3,11.226402,5.03203625,2.4097075,3.8271825,8.0
13038,F,1.0875,0.875,0.275,12.94154675,5.1312595,2.948348,3.98310475,10.0
13039,I,1.05,0.7875,0.25,10.716111,5.2446575,2.25378525,2.9199985,8.0
13040,F,1.525,1.1875,0.4125,28.581643,12.54465375,6.7755305,10.20582,11.0
13041,F,1.275,1.0125,0.3375,19.83047525,9.65300475,3.95475525,5.443104,8.0
13042,M,1.4375,1.1875,0.4125,34.189497,15.30873,7.24329725,8.221355,10.0
13043,I,1.3875,1.0875,0.2875,22.12678475,10.02154825,4.4508715,5.8683465,9.0
13044,F,1.6875,1.375,0.4875,44.9906565,18.52639825,10.87203325,13.04077,10.0
13045,I,1.3125,1.0,0.3125,15.9607685,6.47786075,3.40194,4.32329875,9.0
13046,F,1.35,1.0625,0.4375,28.292801,11.12717875,6.13766675,9.922325,13.0
13047,F,1.6875,1.3375,0.4375,41.8722115,16.68368075,8.12213175,14.514944,14.0
13048,F,1.7875,1.3875,0.425,44.168521,20.62426125,10.24834425,11.90679,12.0
13049,I,1.225,0.925,0.275,14.92601175,7.3992195,2.551455,3.92640575,9.0
13050,M,1.5125,1.1625,0.375,28.22192725,11.623295,7.75358825,7.2291225,12.0
13051,M,1.625,1.2875,0.4,34.11862325,17.61921425,6.123492,9.355335,11.0
13052,M,1.375,1.05,0.425,24.6924145,11.97766375,5.4714535,5.5281525,8.0
13053,I,1.0625,0.8125,0.2625,10.3475675,3.96893,1.814368,2.9766975,8.0
13054,I,1.3625,1.05,0.3125,19.97222275,10.41844125,4.01145425,4.819415,8.0
13055,M,1.175,0.8875,0.275,15.74814725,6.0951425,4.819415,5.2446575,13.0
13056,I,1.25,0.925,0.3,15.2236815,7.0590255,2.438057,4.252425,8.0
13057,M,1.6375,1.25,0.475,38.88133925,17.0097,10.4042665,10.61688775,10.0
13058,F,1.125,0.8875,0.375,13.8062065,5.65572525,3.2601925,5.2446575,11.0
13059,I,1.05,0.85,0.25,10.33339275,4.9611625,2.14038725,2.9766975,8.0
13060,F,1.525,1.2125,0.4125,29.3417325,12.303683,7.41339425,8.788345,9.0
13061,I,0.7,0.5375,0.1875,3.47281375,1.6159215,0.94970825,0.9922325,8.0
